city,state,traffic_volume,avg_speed_kmh,congestion_level,weather_condition,incident_type,road_type,lane_closure
Houston,CA,322,27.55,High,Rain,Accident,Urban,No
Chicago,IL,2799,38.4,Low,Snow,Construction,Expressway,Yes
San Antonio,CA,3539,16.13,Medium,Rain,Construction,Rural,No
San Jose,CA,3918,36.96,Low,Clear,Breakdown,Expressway,Yes
San Diego,CA,3701,85.13,High,Snow,Breakdown,Rural,No
Philadelphia,AZ,1005,100.27,High,Snow,Construction,Rural,Yes
Chicago,TX,3459,48.21,High,Snow,Accident,Highway,Yes
Philadelphia,CA,1969,67.47,High,Cloudy,Accident,Urban,Yes
Los Angeles,AZ,2982,14.6,High,Clear,Accident,Rural,Yes
San Antonio,NY,237,19.99,Medium,Cloudy,None,Urban,No
San Jose,TX,257,70.71,High,Rain,None,Highway,No
San Antonio,AZ,123,102.46,Medium,Rain,Breakdown,Urban,No
Houston,NY,4818,19.68,Medium,Rain,Accident,Highway,No
San Diego,TX,2669,56.04,High,Rain,None,Expressway,No
Houston,AZ,1099,116.75,High,Cloudy,None,Rural,Yes
San Antonio,NY,1931,91.27,Medium,Snow,Breakdown,Rural,No
Houston,AZ,564,31.74,Medium,Clear,Accident,Urban,Yes
Phoenix,NY,3378,41.37,High,Fog,None,Highway,No
San Antonio,CA,329,114.27,Medium,Fog,Breakdown,Urban,No
San Jose,CA,3036,34.31,Low,Rain,None,Highway,Yes
Chicago,TX,4905,58.5,Low,Cloudy,Accident,Expressway,No
San Jose,NY,605,49.12,Medium,Rain,Accident,Rural,No
Phoenix,CA,3429,63.9,Medium,Cloudy,Accident,Rural,No
Chicago,TX,340,36.02,Medium,Snow,Construction,Expressway,No
Phoenix,IL,4930,83.52,Low,Clear,Accident,Highway,No
Chicago,CA,2923,35.81,Medium,Rain,Construction,Highway,Yes
San Jose,CA,3068,76.23,High,Clear,Breakdown,Highway,Yes
San Antonio,PA,1672,49.35,Low,Snow,Breakdown,Rural,Yes
New York,AZ,4887,37.66,Medium,Fog,None,Highway,Yes
Dallas,IL,3601,86.45,Low,Rain,Breakdown,Expressway,Yes
Dallas,NY,4228,116.18,Low,Fog,Construction,Highway,No
Phoenix,TX,3325,105.63,Low,Clear,Accident,Urban,No
Dallas,IL,2061,19.55,High,Clear,Breakdown,Highway,Yes
San Jose,NY,2739,59.99,High,Fog,None,Expressway,No
Philadelphia,CA,132,86.43,High,Snow,Breakdown,Rural,No
Phoenix,PA,4045,71.89,Low,Clear,Accident,Highway,No
Chicago,TX,697,89.9,Medium,Cloudy,None,Urban,Yes
San Diego,TX,4296,117.26,Low,Clear,None,Urban,No
Houston,IL,3742,47.65,Medium,Clear,Breakdown,Expressway,No
San Jose,AZ,1807,94.8,Medium,Cloudy,None,Highway,Yes
Chicago,NY,3389,20.35,High,Clear,Construction,Highway,No
Philadelphia,PA,3707,105.67,Medium,Snow,Accident,Highway,No
San Diego,PA,4260,95.63,Medium,Cloudy,Construction,Urban,No
Dallas,IL,3202,67.31,High,Clear,Accident,Rural,Yes
Philadelphia,AZ,775,100.31,Medium,Cloudy,None,Highway,Yes
Phoenix,AZ,1157,83.33,High,Clear,Breakdown,Urban,Yes
Los Angeles,AZ,2875,70.74,Low,Clear,Construction,Rural,No
Los Angeles,TX,4955,114.06,Medium,Rain,Construction,Expressway,No
Dallas,NY,2251,24.33,High,Clear,Construction,Expressway,No
Los Angeles,NY,1890,119.23,Low,Rain,None,Urban,No
Los Angeles,IL,4398,26.99,Low,Clear,Breakdown,Urban,Yes
Chicago,CA,2545,62.82,High,Snow,None,Highway,No
Chicago,IL,3994,35.46,Medium,Fog,Accident,Expressway,No
Houston,NY,874,39.91,Medium,Rain,Accident,Highway,Yes
San Antonio,TX,4652,79.5,Medium,Fog,Breakdown,Highway,No
Dallas,IL,1784,13.82,Medium,Fog,Accident,Expressway,No
Los Angeles,CA,400,113.48,High,Snow,None,Expressway,No
Houston,PA,4963,40.76,Low,Snow,None,Expressway,Yes
Dallas,IL,2223,39.98,Medium,Snow,Construction,Rural,No
Los Angeles,AZ,3335,104.99,High,Fog,Breakdown,Highway,Yes
San Jose,CA,884,94.13,High,Clear,None,Highway,No
New York,AZ,2037,83.89,Medium,Cloudy,Construction,Expressway,Yes
San Jose,TX,3871,26.1,Medium,Snow,Construction,Expressway,No
San Diego,NY,3721,94.66,Low,Rain,Construction,Expressway,Yes
Dallas,IL,3052,49.68,High,Clear,None,Expressway,No
San Antonio,IL,2559,119.33,High,Snow,Accident,Expressway,Yes
San Diego,AZ,2722,83.84,Low,Snow,Breakdown,Rural,Yes
Houston,AZ,3492,101.95,Medium,Snow,Breakdown,Urban,Yes
Houston,NY,4208,90.72,Medium,Cloudy,Breakdown,Highway,No
Los Angeles,IL,4896,75.37,Medium,Clear,Construction,Urban,Yes
San Diego,NY,4171,88.8,Medium,Snow,None,Rural,Yes
Los Angeles,AZ,4146,75.72,Low,Clear,Accident,Highway,No
Dallas,PA,1987,15.63,High,Clear,None,Expressway,Yes
Houston,AZ,347,48.01,Medium,Fog,Breakdown,Rural,Yes
New York,CA,2351,44.81,Low,Clear,None,Rural,Yes
Houston,AZ,3988,88.54,Low,Cloudy,Accident,Expressway,No
Chicago,AZ,1644,73.38,High,Cloudy,Breakdown,Expressway,Yes
Philadelphia,PA,3415,77.15,Low,Cloudy,Construction,Urban,No
San Antonio,NY,3265,103.17,High,Cloudy,Breakdown,Highway,No
San Diego,CA,4354,67.78,Medium,Snow,Construction,Rural,Yes
Los Angeles,CA,3347,34.01,High,Clear,Construction,Expressway,Yes
Philadelphia,IL,1531,11.37,Medium,Fog,Accident,Rural,No
Philadelphia,PA,4429,27.54,Medium,Snow,Breakdown,Highway,Yes
San Jose,TX,3724,13.36,Medium,Rain,Accident,Expressway,Yes
Phoenix,IL,3232,36.08,Low,Snow,None,Expressway,No
San Jose,IL,4495,79.85,Low,Snow,Accident,Highway,Yes
San Jose,IL,3201,26.66,Low,Snow,Breakdown,Expressway,No
San Antonio,CA,3837,19.01,Medium,Snow,Accident,Highway,No
Chicago,NY,1823,116.79,Low,Fog,Breakdown,Expressway,Yes
Houston,AZ,1401,119.66,Medium,Cloudy,Accident,Highway,Yes
San Jose,CA,1367,80.07,Low,Clear,Construction,Rural,No
Dallas,AZ,4329,21.94,Medium,Cloudy,None,Highway,No
Houston,AZ,2080,100.37,Medium,Fog,None,Urban,No
Chicago,TX,261,69.31,High,Fog,Breakdown,Rural,No
Los Angeles,IL,1324,30.03,Medium,Snow,Breakdown,Rural,Yes
Phoenix,TX,4312,73.33,High,Snow,Breakdown,Expressway,Yes
Houston,IL,3664,14.33,High,Clear,Accident,Expressway,Yes
San Diego,CA,3784,116.97,Medium,Snow,None,Urban,Yes
San Antonio,AZ,1235,100.86,Low,Clear,None,Rural,Yes
Philadelphia,TX,924,38.69,Low,Fog,None,Expressway,No
Los Angeles,PA,4552,56.08,High,Clear,None,Urban,No
Chicago,CA,3513,53.48,Medium,Clear,None,Highway,Yes
San Jose,CA,2535,104.76,Medium,Rain,Breakdown,Highway,Yes
Dallas,PA,4550,49.01,Medium,Snow,Construction,Urban,No
Dallas,IL,4420,15.28,High,Cloudy,Breakdown,Highway,No
Phoenix,AZ,3448,33.62,Medium,Rain,None,Highway,Yes
Chicago,IL,4937,33.71,Low,Rain,Accident,Rural,Yes
Los Angeles,IL,185,114.42,High,Rain,Breakdown,Rural,Yes
San Diego,CA,382,111.65,High,Cloudy,Construction,Highway,Yes
Philadelphia,IL,1076,43.07,High,Cloudy,None,Highway,No
San Jose,NY,3283,10.3,Low,Rain,Accident,Urban,No
San Antonio,PA,1585,66.87,Low,Fog,Construction,Rural,No
New York,PA,2174,97.7,High,Rain,Construction,Urban,Yes
New York,AZ,2282,39.55,Low,Clear,Construction,Rural,Yes
San Jose,PA,4007,58.29,Low,Clear,None,Urban,No
Los Angeles,IL,2667,29.01,Low,Cloudy,Accident,Expressway,Yes
San Jose,IL,1002,46.01,Medium,Clear,Breakdown,Urban,Yes
Chicago,TX,3419,93.47,Medium,Snow,None,Expressway,No
New York,AZ,3403,57.11,High,Snow,None,Highway,Yes
Phoenix,AZ,2036,59.2,High,Rain,Accident,Rural,Yes
Chicago,PA,4617,96.85,Medium,Snow,None,Rural,Yes
New York,IL,3513,93.93,High,Snow,Breakdown,Expressway,Yes
San Diego,NY,214,30.59,Medium,Rain,Breakdown,Rural,No
Philadelphia,TX,2041,55.68,Medium,Snow,Breakdown,Expressway,Yes
Dallas,NY,2755,103.37,High,Fog,Breakdown,Expressway,No
Chicago,IL,1789,60.24,Medium,Snow,Breakdown,Urban,Yes
Dallas,AZ,4309,82.79,High,Cloudy,None,Urban,No
Dallas,AZ,153,43.66,Low,Fog,Accident,Urban,No
New York,NY,4741,16.55,Low,Rain,Construction,Urban,No
Chicago,CA,4265,28.14,Medium,Rain,Breakdown,Expressway,Yes
Philadelphia,IL,1177,54.19,Medium,Fog,Construction,Rural,Yes
San Diego,AZ,413,48.88,Low,Rain,Breakdown,Expressway,Yes
Houston,PA,1619,108.52,Low,Cloudy,Breakdown,Rural,Yes
Phoenix,CA,418,70.02,Medium,Clear,Breakdown,Highway,No
Dallas,AZ,3999,78.99,Low,Clear,Construction,Rural,No
Philadelphia,PA,3807,85.76,Medium,Rain,None,Highway,No
San Antonio,AZ,3447,68.48,Low,Cloudy,None,Highway,No
San Antonio,CA,4280,94.66,Low,Rain,Breakdown,Urban,Yes
Houston,NY,2142,96.14,Medium,Clear,Breakdown,Rural,Yes
Houston,IL,1565,48.65,Medium,Cloudy,Breakdown,Expressway,Yes
Houston,CA,644,19.33,Medium,Rain,Accident,Urban,Yes
Phoenix,CA,1495,118.5,Medium,Snow,None,Highway,No
Phoenix,AZ,3672,80.69,High,Clear,Breakdown,Rural,No
San Diego,PA,815,87.98,High,Clear,Breakdown,Expressway,Yes
Dallas,CA,3266,93.24,Medium,Cloudy,Breakdown,Highway,Yes
Los Angeles,IL,1390,77.43,High,Snow,Accident,Expressway,No
San Antonio,NY,1636,61.8,Low,Snow,Breakdown,Highway,Yes
New York,PA,3700,118.31,Medium,Fog,Construction,Rural,No
New York,NY,4681,90.04,High,Clear,Accident,Rural,No
Houston,NY,683,103.04,Medium,Fog,Construction,Urban,No
San Jose,IL,4806,58.36,Low,Snow,Construction,Urban,Yes
San Antonio,AZ,508,109.53,Low,Cloudy,None,Expressway,Yes
Los Angeles,PA,2522,90.54,Medium,Rain,None,Rural,No
Los Angeles,PA,1730,92.07,High,Rain,Breakdown,Urban,No
New York,IL,4900,19.56,Medium,Clear,Construction,Highway,No
San Jose,PA,1943,77.92,Medium,Snow,Construction,Urban,Yes
Los Angeles,CA,2165,46.87,Low,Fog,Breakdown,Highway,No
San Antonio,TX,558,83.59,Medium,Cloudy,Breakdown,Expressway,Yes
Dallas,TX,785,72.5,High,Rain,Accident,Urban,Yes
Philadelphia,TX,2801,22.23,Medium,Rain,Breakdown,Highway,Yes
San Jose,NY,2221,68.3,Medium,Rain,Breakdown,Expressway,No
Los Angeles,PA,2893,59.64,Low,Fog,Accident,Urban,Yes
San Jose,IL,341,95.41,Low,Clear,None,Expressway,Yes
San Jose,PA,4566,65.29,Low,Clear,Construction,Highway,No
Dallas,IL,1968,62.93,Low,Cloudy,None,Rural,No
San Antonio,PA,861,89.14,High,Fog,Accident,Urban,No
New York,NY,2147,83.54,Low,Clear,None,Highway,Yes
Dallas,CA,2059,119.1,Medium,Snow,Construction,Expressway,Yes
Los Angeles,TX,4328,48.71,Low,Fog,Construction,Expressway,No
Houston,TX,4392,85.72,High,Rain,Construction,Rural,Yes
Dallas,PA,699,28.4,High,Rain,Breakdown,Expressway,Yes
Houston,NY,2647,98.5,Low,Fog,Construction,Rural,Yes
Chicago,TX,610,96.48,Low,Fog,Breakdown,Expressway,No
New York,PA,819,89.84,Low,Fog,Breakdown,Highway,No
San Antonio,AZ,4701,23.1,Low,Rain,Breakdown,Rural,No
Philadelphia,PA,553,118.63,Medium,Cloudy,Construction,Rural,Yes
San Jose,IL,677,113.69,Medium,Clear,Accident,Highway,Yes
Houston,TX,3434,50.71,High,Fog,None,Urban,No
Philadelphia,TX,3912,73.5,Low,Clear,Breakdown,Urban,No
Philadelphia,AZ,3409,107.78,Low,Snow,None,Rural,Yes
Houston,CA,4306,64.41,Medium,Clear,Breakdown,Highway,Yes
Philadelphia,PA,2224,75.91,Low,Clear,None,Urban,Yes
San Jose,CA,3577,76.36,Medium,Snow,Breakdown,Urban,Yes
San Diego,PA,2587,81.42,High,Snow,Breakdown,Expressway,Yes
Chicago,AZ,2336,73.31,High,Fog,Breakdown,Urban,Yes
Houston,CA,2273,54.65,Low,Snow,Breakdown,Highway,Yes
San Jose,NY,2307,69.34,Low,Snow,Accident,Highway,Yes
New York,AZ,3630,105.86,Low,Rain,Breakdown,Highway,No
Houston,PA,2045,105.05,Medium,Clear,Accident,Expressway,No
San Jose,IL,683,94.98,Medium,Cloudy,Breakdown,Rural,Yes
San Jose,IL,550,55.55,High,Clear,Breakdown,Highway,Yes
Dallas,IL,1613,96.46,Medium,Cloudy,None,Expressway,No
San Diego,PA,4125,52.66,Low,Snow,None,Rural,Yes
Houston,TX,1224,83.05,High,Rain,Accident,Highway,No
San Antonio,AZ,1648,72.42,Low,Clear,Breakdown,Rural,Yes
San Jose,AZ,2208,43,Medium,Clear,Breakdown,Highway,No
Chicago,CA,3763,59.82,Medium,Cloudy,None,Urban,Yes
Dallas,AZ,2034,101.34,Low,Fog,Breakdown,Expressway,Yes
San Jose,AZ,569,110.4,Low,Clear,None,Highway,Yes
Houston,CA,1967,32.58,High,Snow,Breakdown,Urban,Yes
Los Angeles,AZ,1378,60.18,Medium,Cloudy,Construction,Highway,No
San Jose,AZ,982,57.69,Medium,Clear,Accident,Urban,Yes
Phoenix,NY,1591,63.79,High,Fog,Breakdown,Expressway,Yes
Los Angeles,PA,457,117.43,High,Clear,None,Highway,Yes
San Jose,CA,1581,67.06,Medium,Cloudy,Accident,Highway,No
Philadelphia,NY,673,101.31,High,Fog,None,Expressway,Yes
San Jose,TX,2816,83.03,Medium,Rain,None,Rural,Yes
New York,CA,4697,21.79,Medium,Clear,Construction,Rural,No
Philadelphia,PA,2877,86.52,High,Fog,Accident,Expressway,Yes
Houston,AZ,4465,81.18,High,Snow,Breakdown,Rural,Yes
Chicago,AZ,716,93.43,High,Cloudy,Construction,Urban,Yes
Los Angeles,NY,677,18.19,Medium,Fog,Breakdown,Expressway,No
San Antonio,NY,3158,36.54,High,Cloudy,Construction,Urban,No
Dallas,TX,3326,94.62,Medium,Rain,Breakdown,Highway,Yes
Chicago,TX,1834,50.77,Low,Cloudy,None,Rural,No
Philadelphia,PA,1183,110.19,High,Rain,Accident,Rural,No
Dallas,AZ,1559,66.94,Medium,Clear,None,Rural,No
Los Angeles,IL,3439,10.11,Medium,Clear,Accident,Urban,No
San Antonio,TX,1908,86.87,Medium,Clear,Breakdown,Expressway,No
Phoenix,AZ,1665,66.48,High,Snow,Construction,Highway,Yes
Phoenix,TX,3903,44.88,High,Clear,Construction,Highway,Yes
San Antonio,CA,4755,12.25,Low,Snow,Accident,Highway,No
Dallas,NY,4624,31.86,High,Snow,Accident,Highway,No
Houston,AZ,4733,27.78,Low,Rain,None,Highway,Yes
Dallas,TX,3915,74.11,Low,Clear,Construction,Highway,No
San Jose,NY,4738,94.65,Low,Snow,Construction,Expressway,Yes
Dallas,IL,2461,35.81,Low,Cloudy,Accident,Expressway,Yes
Houston,TX,358,86.75,High,Rain,Accident,Rural,Yes
Chicago,AZ,4412,108.98,Low,Clear,Construction,Urban,Yes
Los Angeles,CA,1882,78.37,High,Snow,None,Rural,No
Dallas,NY,4831,95.32,High,Snow,None,Rural,Yes
Los Angeles,NY,2357,32.47,High,Rain,None,Urban,Yes
Philadelphia,CA,2050,18.24,High,Rain,Accident,Expressway,No
Phoenix,AZ,716,50.19,High,Rain,Accident,Expressway,Yes
Phoenix,PA,1734,87.99,Medium,Clear,Construction,Highway,No
Houston,IL,3126,85.47,High,Snow,Construction,Highway,Yes
Philadelphia,PA,495,115.06,High,Cloudy,Accident,Urban,No
Phoenix,CA,4433,79.3,Low,Cloudy,None,Urban,No
Houston,IL,1131,55.24,Low,Cloudy,Construction,Rural,No
Dallas,AZ,3193,97.68,Low,Rain,Breakdown,Rural,Yes
Philadelphia,TX,4939,26.84,Low,Rain,Accident,Urban,Yes
San Jose,TX,3801,99.43,Low,Rain,Breakdown,Urban,Yes
San Jose,PA,4920,50.25,Low,Clear,Breakdown,Urban,Yes
San Jose,AZ,4422,26.94,High,Snow,None,Highway,Yes
Chicago,IL,1595,27.84,High,Cloudy,Accident,Highway,No
San Jose,PA,3695,118.2,Low,Snow,Accident,Urban,Yes
Philadelphia,CA,4881,78.55,Medium,Cloudy,Breakdown,Expressway,No
New York,PA,3257,29.17,Medium,Snow,None,Highway,Yes
Phoenix,AZ,2833,39.54,High,Rain,Construction,Highway,Yes
San Jose,AZ,163,50.93,High,Clear,Breakdown,Expressway,No
Philadelphia,TX,821,16.15,Medium,Cloudy,None,Urban,Yes
San Diego,CA,1062,21.93,Medium,Fog,Breakdown,Expressway,No
Dallas,TX,3733,93.79,Low,Cloudy,Accident,Urban,Yes
Chicago,IL,3300,96.56,Medium,Clear,None,Highway,Yes
Los Angeles,IL,1302,118.71,Low,Snow,None,Expressway,Yes
Houston,NY,3152,17.44,High,Cloudy,Accident,Expressway,No
San Diego,AZ,4253,107.81,High,Snow,Construction,Urban,Yes
San Diego,CA,4427,44.89,Low,Rain,Accident,Rural,Yes
Chicago,CA,2718,46.06,High,Clear,Accident,Urban,Yes
Houston,TX,2626,24,High,Clear,Breakdown,Highway,Yes
Chicago,PA,4140,118.49,Low,Cloudy,None,Rural,No
San Jose,PA,1477,117.91,Medium,Snow,Accident,Urban,Yes
Los Angeles,TX,3291,105.13,High,Fog,None,Urban,Yes
Houston,PA,927,19.99,Medium,Snow,Breakdown,Rural,Yes
Philadelphia,CA,1248,102.58,Medium,Snow,None,Highway,Yes
Phoenix,TX,503,79.81,High,Snow,Accident,Highway,No
Chicago,PA,4654,24.17,Medium,Snow,Breakdown,Highway,No
Los Angeles,NY,1313,38.79,High,Snow,Breakdown,Rural,Yes
Dallas,AZ,2193,85.81,High,Cloudy,Breakdown,Expressway,No
New York,NY,3635,98.38,Low,Cloudy,Construction,Urban,No
Dallas,PA,4236,103.29,High,Fog,Construction,Rural,No
New York,IL,4378,69.82,Low,Clear,None,Rural,No
San Antonio,CA,4804,68.81,Low,Clear,None,Highway,No
Philadelphia,NY,3108,85.26,Low,Fog,Breakdown,Urban,No
San Antonio,NY,2906,95.55,Low,Snow,None,Rural,Yes
Chicago,TX,961,28.76,Low,Rain,Breakdown,Urban,No
Chicago,TX,2821,91.38,Medium,Cloudy,Construction,Rural,Yes
New York,TX,1517,47.59,Low,Fog,Breakdown,Highway,No
Houston,PA,490,52.21,Low,Clear,Accident,Expressway,Yes
Los Angeles,IL,1045,18.55,Medium,Snow,Breakdown,Rural,No
San Jose,NY,2161,74.73,Low,Snow,Accident,Expressway,Yes
San Diego,AZ,4150,20.28,Medium,Snow,Construction,Expressway,Yes
Chicago,TX,3779,110.44,Medium,Rain,Breakdown,Highway,No
San Antonio,IL,3518,78.31,Low,Fog,Construction,Expressway,Yes
San Antonio,PA,4762,118.93,High,Cloudy,Accident,Expressway,No
Dallas,IL,3889,37.02,High,Cloudy,Breakdown,Urban,Yes
Philadelphia,TX,4510,84.76,Low,Cloudy,None,Urban,No
New York,CA,2888,116.09,High,Snow,Construction,Expressway,Yes
San Diego,NY,4770,42.84,Low,Clear,Accident,Rural,No
New York,TX,4652,20.6,Low,Snow,Construction,Urban,Yes
Chicago,AZ,572,79.74,Medium,Snow,Breakdown,Expressway,Yes
Phoenix,NY,755,50.27,Low,Rain,Accident,Rural,Yes
San Diego,IL,1809,40.04,Low,Snow,Breakdown,Expressway,No
Dallas,AZ,299,119.29,High,Snow,Breakdown,Highway,Yes
San Antonio,NY,4394,92.95,Medium,Rain,Breakdown,Expressway,Yes
Dallas,AZ,1424,63.39,Medium,Snow,None,Rural,No
Chicago,IL,1876,15.5,High,Fog,Breakdown,Expressway,No
Phoenix,TX,2180,31.08,Low,Fog,None,Highway,Yes
San Jose,AZ,3528,42.87,Medium,Fog,Breakdown,Rural,No
San Diego,TX,1153,63.59,Medium,Rain,Construction,Expressway,No
New York,IL,4043,64.7,High,Cloudy,Construction,Highway,No
San Diego,IL,308,12.72,Medium,Fog,Construction,Rural,Yes
San Antonio,AZ,4267,113.77,Low,Clear,Breakdown,Expressway,Yes
New York,AZ,1197,69.71,High,Clear,None,Urban,No
San Jose,IL,954,12.17,Low,Snow,Breakdown,Expressway,No
San Jose,AZ,2189,87.15,Medium,Cloudy,Construction,Highway,No
Philadelphia,AZ,3228,17.85,High,Snow,Construction,Urban,Yes
New York,AZ,4197,89.33,Low,Fog,Accident,Highway,No
Los Angeles,PA,4439,87.16,Medium,Clear,Accident,Expressway,No
Phoenix,AZ,2397,118.34,Low,Rain,None,Expressway,Yes
Los Angeles,NY,1641,47.62,Low,Cloudy,None,Rural,No
San Jose,IL,2291,25.88,High,Snow,Accident,Rural,Yes
New York,IL,3678,20.11,Low,Clear,None,Expressway,No
Philadelphia,CA,904,17.89,Medium,Fog,Construction,Highway,Yes
San Diego,TX,800,99.14,Medium,Fog,Construction,Urban,Yes
San Diego,CA,4099,89.04,Medium,Cloudy,None,Highway,Yes
San Diego,AZ,2417,117.35,Medium,Snow,Construction,Expressway,Yes
Philadelphia,AZ,288,44.01,Low,Fog,Accident,Highway,No
Chicago,NY,2745,98.34,Medium,Clear,Construction,Rural,Yes
New York,NY,4686,20.23,High,Snow,Accident,Highway,Yes
Los Angeles,NY,1366,109.43,Low,Clear,Accident,Urban,No
Phoenix,NY,2354,15.7,High,Fog,None,Highway,No
San Jose,NY,157,96.67,Medium,Clear,Accident,Rural,Yes
Phoenix,NY,1654,43.81,High,Fog,Construction,Highway,No
San Jose,NY,1958,29.93,Medium,Rain,Breakdown,Expressway,Yes
New York,NY,2280,87.5,Low,Snow,Accident,Highway,Yes
New York,PA,3827,108.55,High,Clear,Accident,Expressway,Yes
Dallas,NY,416,94.05,Low,Snow,Breakdown,Highway,No
Los Angeles,IL,4976,44.44,Medium,Clear,Construction,Highway,Yes
San Antonio,NY,2959,48.89,Low,Fog,Breakdown,Urban,No
San Jose,TX,3644,30.82,High,Fog,Accident,Highway,No
Houston,NY,2971,100.65,High,Rain,Breakdown,Expressway,No
San Antonio,PA,4318,21.78,High,Clear,Accident,Rural,No
San Diego,AZ,1790,109.35,Medium,Rain,Construction,Rural,Yes
Phoenix,PA,2868,76.12,High,Clear,None,Highway,Yes
New York,PA,1403,74.77,High,Rain,Breakdown,Rural,Yes
Houston,AZ,501,102.16,High,Snow,Breakdown,Highway,No
San Jose,NY,4616,83.43,Low,Fog,Breakdown,Highway,No
Chicago,NY,4466,43.47,Medium,Clear,None,Urban,Yes
San Jose,AZ,4586,48.45,Medium,Cloudy,Construction,Rural,No
Phoenix,TX,2496,29.04,Medium,Cloudy,Construction,Highway,No
San Jose,CA,2285,61.05,Medium,Fog,None,Urban,No
San Jose,IL,3559,22.12,High,Cloudy,Construction,Highway,Yes
Philadelphia,AZ,934,81.83,Medium,Cloudy,Accident,Expressway,No
Los Angeles,NY,3569,28.62,Medium,Cloudy,Accident,Expressway,Yes
San Antonio,IL,792,105.03,High,Rain,Accident,Rural,No
Chicago,NY,2089,87.05,High,Rain,Construction,Rural,Yes
New York,CA,2612,108.07,High,Clear,None,Urban,No
San Jose,CA,1310,19.57,High,Rain,Breakdown,Urban,Yes
Chicago,AZ,4326,97.84,Low,Snow,Breakdown,Rural,No
Dallas,IL,4555,106.89,Medium,Clear,None,Highway,No
San Jose,PA,2384,14.9,High,Cloudy,Breakdown,Expressway,No
Philadelphia,IL,435,119.9,Medium,Cloudy,Breakdown,Highway,Yes
Philadelphia,PA,652,43.07,Low,Fog,None,Rural,No
Houston,CA,492,33.29,High,Clear,Accident,Expressway,No
San Diego,NY,3357,55.64,Low,Cloudy,None,Highway,Yes
Phoenix,PA,2682,10.95,Medium,Rain,None,Urban,Yes
San Antonio,PA,4017,107.45,Low,Cloudy,Construction,Highway,Yes
Dallas,AZ,3351,39.53,Medium,Cloudy,Breakdown,Highway,No
Phoenix,TX,2351,67.38,Medium,Fog,Construction,Rural,Yes
Phoenix,CA,4500,78.59,Medium,Cloudy,Accident,Rural,No
Houston,PA,3616,97.02,Medium,Snow,Construction,Highway,Yes
Philadelphia,CA,2526,37.52,Medium,Snow,Construction,Expressway,No
Los Angeles,AZ,4620,88.89,High,Cloudy,Accident,Urban,Yes
Chicago,NY,4060,22.94,High,Cloudy,Construction,Rural,No
New York,IL,2439,87.47,Low,Snow,Breakdown,Highway,Yes
Los Angeles,CA,1880,111.12,Low,Rain,Accident,Expressway,Yes
Los Angeles,AZ,4123,19.35,High,Clear,Construction,Urban,Yes
San Diego,AZ,3464,22.84,Medium,Snow,Breakdown,Highway,Yes
San Diego,AZ,4879,71.3,Medium,Fog,Breakdown,Highway,No
Los Angeles,IL,2316,15.1,High,Snow,Accident,Urban,No
Philadelphia,CA,645,30.61,Medium,Clear,None,Rural,No
Phoenix,PA,240,30.92,Low,Snow,Breakdown,Expressway,Yes
Chicago,AZ,3512,62.94,Medium,Clear,None,Highway,Yes
Phoenix,IL,693,37.33,Medium,Rain,None,Expressway,Yes
Phoenix,NY,4239,62.31,Low,Rain,None,Rural,No
Phoenix,TX,1168,67.33,Low,Cloudy,None,Highway,Yes
Chicago,CA,3817,90.37,High,Rain,Construction,Urban,No
Chicago,IL,1717,114.06,Medium,Snow,Construction,Urban,No
Houston,TX,1155,65.41,Low,Fog,Accident,Highway,No
San Antonio,TX,4485,49.05,Low,Snow,Construction,Rural,No
Los Angeles,IL,2905,38.46,Low,Rain,None,Rural,Yes
San Jose,PA,2209,79.81,Low,Fog,None,Rural,No
Houston,PA,4448,113.72,Low,Rain,Construction,Rural,Yes
Houston,IL,4196,94.11,Low,Clear,Construction,Expressway,No
New York,IL,855,32.67,High,Snow,None,Highway,No
San Jose,AZ,750,108.26,Medium,Fog,Construction,Highway,No
San Diego,NY,3841,90.91,Medium,Cloudy,None,Urban,Yes
New York,PA,4806,24.07,Medium,Fog,Breakdown,Expressway,Yes
San Diego,AZ,1850,88.41,Medium,Fog,Breakdown,Highway,No
San Antonio,TX,1957,41.83,Medium,Fog,None,Highway,Yes
Dallas,TX,1186,64.05,Medium,Cloudy,Accident,Expressway,Yes
San Diego,TX,4181,43.03,Medium,Fog,None,Highway,No
Phoenix,IL,672,19.25,High,Snow,Accident,Highway,No
San Diego,CA,2946,94.54,Low,Fog,Breakdown,Highway,Yes
San Jose,AZ,1465,101.16,Low,Rain,Construction,Rural,Yes
Chicago,CA,2112,35.52,Low,Fog,Accident,Highway,No
San Jose,NY,2737,36.36,High,Fog,Construction,Expressway,No
San Antonio,NY,4312,57.3,Low,Cloudy,Construction,Expressway,No
Houston,AZ,1738,99.26,High,Clear,Breakdown,Rural,Yes
Phoenix,TX,4208,18.5,High,Cloudy,Accident,Urban,No
Dallas,PA,252,98.96,High,Cloudy,Construction,Urban,Yes
San Antonio,NY,1588,111.5,High,Fog,Breakdown,Expressway,No
Houston,CA,1174,71.77,Low,Clear,Construction,Rural,Yes
Philadelphia,CA,944,16.64,Medium,Cloudy,None,Expressway,No
San Jose,PA,1605,39.65,Low,Rain,None,Highway,No
San Antonio,IL,2500,22.25,High,Clear,None,Rural,Yes
San Jose,TX,836,38.52,High,Cloudy,Construction,Highway,Yes
Dallas,IL,1025,99.3,High,Fog,Accident,Urban,No
